seqnames start end ATAC A1A B155 pcJN pFR CTCF K27ac K27m3 K4m K4m3 RNA index
chr1 1373437 1374036 0.232342144754799 0.116423096383042 0.0608179156180968 0.0282591642487347 0.121441652737077 0.178304564872613 0.18192072550849 0 0.340905926816024 0.765278035651197 3.28154120165751 28
chr1 1385412 1386011 0.249308201652171 0.179668391622079 0.114155770573751 0.167503421081911 0 0.134373802892045 0.100417074176612 0.062065411915741 0 0 3.18971802208941 29
chr1 1401610 1402209 0.643560249749884 0.306384277020849 0.261678640533779 0.256908639687 0.237025442345851 0.823267466219413 0.336581799473271 0 0.770985959789689 0.519498539797896 2.95872694452467 30
chr1 1418121 1418720 0.409002703401772 0.116423096383042 0.161653644096701 0 0.237025442345851 0.218196917649892 0.281140677023327 0 0.621130564160181 0.107106812458015 0.82321597163554 31
chr1 1425572 1426171 0.686961421569037 0.234863619241374 0.161653644096701 0.103438007331925 0.328224616253348 0.319699293893277 0.217572636514668 0.0321405723224656 0.766084027181961 0.691589787887873 1.59157823463209 32
chr1 1435391 1435990 0.658082023423137 0.283828169543113 0.138553726776357 0.167503421081911 0.194408599810718 0.271906861927548 0.200112281475951 0 0.165447918871538 1.14847308741056 3.63687369710744 33
chr1 1449390 1449989 0.0340771985472788 0.179668391622079 0 0.103438007331925 0.216239554496484 0.156894571811273 0.143077908967418 0 0 0 1.79662617805393 34
chr1 1471466 1472065 0.934055851408914 0.386452590768672 0.243432209154079 0.459772329274457 0.359941672373892 0.348869273711534 0.361854329465257 0 0 1.37264508749032 3.11658685216935 35
chr1 1511863 1512462 0.949591979802559 0.525960397040917 0.423819091965404 0.469785209801447 0.359941672373892 0.362750056435556 0.266099459062868 0 0.102077822641612 1.45133195339804 2.8503872966736 36
chr1 1534479 1535078 0.33372328117687 0.208142138435908 0.138553726776357 0.240439662459235 0.171421902075262 0.110621355410874 0.266099459062868 0 0.529516332056495 0 0.969581107888393 37
chr1 1541374 1541973 0.140169148581334 0.0809733511013154 0.114155770573751 0.0547914845897062 0 0.0588233132451015 0.100417074176612 0 0.054031307936261 0 3.27454505506806 38
chr1 1597713 1598312 0.420371679328234 0.260035593008731 0 0.0547914845897062 0.0649519054279608 0.198708484588936 0.100417074176612 0 0.455566560320162 0.152148858405413 2.291285436551 39
chr1 1615201 1615800 1.03866744303861 0.808312949235042 0.541609194257403 0.405918097912158 0.311452928445446 0.236848008404405 0.361854329465257 0 0 1.46611547692162 2.50708114946725 40
chr1 1631874 1632473 0.104516814400332 0 0.0608179156180968 0.256908639687 0.121441652737077 0 0.0531041929238531 0 0 0 0.476013424510928 41
chr1 1634926 1635525 0.27199950309592 0.149196011270662 0.161653644096701 0.167503421081911 0.194408599810718 0.198708484588936 0.100417074176612 0 0 0 2.77778423643568 42
chr1 1661179 1661778 0.140169148581334 0.0809733511013154 0 0.1471805438154 0.0649519054279608 0.156894571811273 0.143077908967418 0 0.102077822641612 0.0293529295049579 2.86428666953082 43
chr1 1702080 1702679 0.275146360419436 0.116423096383042 0.0608179156180968 0.1471805438154 0.121441652737077 0.134373802892045 0.143077908967418 0.0321405723224656 0.054031307936261 0 1.41007887050873 44
chr1 1750933 1751532 0.169131373484358 0.0809733511013154 0.279189276863074 0.0547914845897062 0.121441652737077 0.178304564872613 0.162933429876181 0 0 0 2.80288786464188 45
chr1 1784987 1785586 0.0553951523143887 0.306384277020849 0.114155770573751 0.27277561194034 0.121441652737077 0.0304067762693629 0.234358063636913 0 0.254037837952306 0 3.75497686524424 46
chr1 1914961 1915560 0.109136941588807 0.0809733511013154 0.0608179156180968 0.103438007331925 0.194408599810718 0.0588233132451015 0.0531041929238531 0.062065411915741 0.0278552969057357 0 0.557324964622414 47
chr1 1917292 1917891 0.140169148581334 0.0809733511013154 0.204464838380731 0.223321461272651 0.121441652737077 0 0 0 0.102077822641612 0.0568469415448136 1.32024585165216 48
chr1 1921658 1922257 0.118231979117123 0 0 0.0797953383715889 0.147150215729107 0.0854939388721562 0.18192072550849 0 0.124244613916088 0 0 49
chr1 2019046 2019645 0.180975846984582 0.149196011270662 0.114155770573751 0.223321461272651 0.0941146023143348 0.0588233132451015 0 0.116360311598084 0.102077822641612 0.296431968542995 1.54189560244359 50
chr1 2050112 2050711 0.716316423894834 0.484245727155096 0.22438542400497 0.256908639687 0.121441652737077 0.539803497384677 0.122270940044803 0 0.054031307936261 1.25675381544986 2.24278370782288 51
chr1 2189249 2189848 1.03812678074838 0.63138288234131 0.342923804312931 0.382357496883379 0.275831505121025 0.319699293893277 0.281140677023327 0.0321405723224656 0.237706819278429 0.86291574137801 2.85706509718393 52
chr1 2228020 2228619 0.118231979117123 0.149196011270662 0 0.0547914845897062 0 0 0 0 0 0.152148858405413 3.02731426355287 53
chr1 2320954 2321553 0.173115434744068 0 0.161653644096701 0.167503421081911 0.216239554496484 0 0.0774046097938808 0 0.220737620171894 0.0568469415448136 2.00638002426247 54
chr1 2391542 2392141 1.03486739320394 0.749091350061778 0.371596086531597 0.344429609614839 0.194408599810718 0.449183626896133 0.488702974885422 0 0 1.30447329352352 3.16836737333626 55
chr1 2403675 2404274 0.177063568526224 0.149196011270662 0.0608179156180968 0.240439662459235 0.0649519054279608 0.134373802892045 0.295678133217496 0 0.475267208298014 0.107106812458015 2.55549140739668 56
chr1 2475990 2476589 0.658082023423137 0.260035593008731 0 0.0547914845897062 0.0649519054279608 0.134373802892045 0.523903772547755 0.062065411915741 1.04409269308063 0.130211505432639 3.1188547859972 57
chr1 2508238 2508837 0.347210933988669 0.0423711136353327 0.161653644096701 0.103438007331925 0.216239554496484 0.156894571811273 0.323369684183447 0 0.26977694302589 0 2.47187299911727 58
chr1 2528446 2529045 0.173115434744068 0 0.243432209154079 0.256908639687 0.216239554496484 0.0588233132451015 0.0531041929238531 0.062065411915741 0.735450383914376 0.296431968542995 0 59
chr1 2556072 2556671 0.330975557373371 0.283828169543113 0.0608179156180968 0.0547914845897062 0.121441652737077 0 0.361854329465257 0 0.455566560320162 0.632095735828538 1.5341433073433 60
chr1 2586478 2587077 0.770673104357687 1.11017878784177 0.568872601424085 0.317168769862248 0.344372621906474 0.548797107248016 0.217572636514668 0.062065411915741 0.054031307936261 1.34472818155834 2.01944581213292 61
chr1 2590340 2590939 0.0553951523143887 0.0809733511013154 0.0608179156180968 0.0547914845897062 0.121441652737077 0 0.143077908967418 0.062065411915741 0 0.0568469415448136 0.40709970071555 62
chr1 2636687 2637286 0.0903547088587498 0.0809733511013154 0.243432209154079 0.1471805438154 0.216239554496484 0.0854939388721562 0 0 0 0.0568469415448136 0.942823114112732 63
chr1 3021168 3021767 0.161051600819028 0.0809733511013154 0.161653644096701 0 0.216239554496484 0 0.0531041929238531 0.228226554801827 0.102077822641612 0 0 64
chr1 3068904 3069503 0.523739965348501 0.208142138435908 0.114155770573751 0.240439662459235 0.171421902075262 0.178304564872613 0.548550329131814 0 0.054031307936261 1.19931352971409 2.55356114084453 65
chr1 3454366 3454965 0.556114265704586 0.0809733511013154 0.0608179156180968 0.186917365811674 0.0649519054279608 0.288428988962075 0.100417074176612 0 0.054031307936261 1.04684620394582 1.95006557432604 66
chr1 3487652 3488251 0.0230126052263797 0.0809733511013154 0 0.0547914845897062 0.121441652737077 0.134373802892045 0 0.164615138029787 0 0 1.50922707354527 67
chr1 3624716 3625315 0.698943077243392 0.599004866241584 0.371596086531597 0.186917365811674 0.171421902075262 0.539803497384677 0.0531041929238531 0.062065411915741 0 1.25843133905417 2.80167553823532 68
chr1 3630471 3631070 0.140169148581334 0 0.161653644096701 0.125859766465754 0.0649519054279608 0.198708484588936 0.217572636514668 0 0.054031307936261 0 2.43236867267192 69
chr1 3652217 3652816 0.442255508606272 0 0.0608179156180968 0.103438007331925 0.147150215729107 0.156894571811273 0.100417074176612 0 0.0787184759555601 1.14195119586275 1.80926239765349 70
chr1 3752151 3752750 0.127140123867281 0 0.161653644096701 0.103438007331925 0.194408599810718 0.0304067762693629 0 0.062065411915741 0 0 0.1923189663511 71
chr1 3772450 3773049 0.734113053585108 0.469400766926716 0.312226031943316 0.186917365811674 0.359941672373892 0.236848008404405 0.100417074176612 0 0.220737620171894 1.3029648042727 1.79808146898847 72
chr1 3778260 3778859 0.242601301156293 0 0 0.186917365811674 0.121441652737077 0.0588233132451015 0.217572636514668 0.0321405723224656 0.26977694302589 0.0293529295049579 2.77387264850645 73
chr1 3811787 3812386 0.0230126052263797 0.208142138435908 0.22438542400497 0.0547914845897062 0.0336890364203525 0.0588233132451015 0 0.062065411915741 0.145334724131592 0.0568469415448136 2.50913032482642 74
chr1 3857177 3857776 1.16529181984894 0.671109870079922 0.39849208020991 0.550821280017494 0.275831505121025 0.710442329430886 0.295678133217496 0.062065411915741 0.054031307936261 1.50197073449172 1.43272651506527 75
chr1 3888834 3889433 0.109136941588807 0.149196011270662 0.0608179156180968 0.103438007331925 0.0649519054279608 0.0588233132451015 0 0 0 0 2.50700139796392 76
chr1 4654310 4654909 0.0285801580779684 0.0809733511013154 0 0.0547914845897062 0.0649519054279608 0 0 0 0 0 0 77
chr1 5862512 5863111 0.0340771985472788 0.149196011270662 0.0883051647379793 0.103438007331925 0 0.0588233132451015 0 0.0900607939927046 0 0 2.33692112139913 78
chr1 6045589 6046188 0.118231979117123 0 0.0314726542919974 0.103438007331925 0.0941146023143348 0.110621355410874 0.0531041929238531 0 0.054031307936261 0.0568469415448136 2.2289426493066 79
chr1 6101488 6102087 0.211067386343584 0.116423096383042 0.261678640533779 0.125859766465754 0.171421902075262 0.0588233132451015 0.162933429876181 0 0.607141789322418 0 3.26794680304736 80
chr1 6184721 6185320 0.144426927234191 0.149196011270662 0.204464838380731 0.0282591642487347 0.171421902075262 0.271906861927548 0.41926825974505 0 0.812779038657446 0.192955301870826 2.80985279399337 81
chr1 6205820 6206419 0.871273379209522 0.551697572841877 0.312226031943316 0.288083482202823 0.275831505121025 0.767828686680009 0.601141573814533 0 0.220737620171894 1.61422628228955 2.41137085837257 82
chr1 6220894 6221493 0.177063568526224 0 0.161653644096701 0.288083482202823 0.275831505121025 0.134373802892045 0.0531041929238531 0 0.124244613916088 0 3.17818906972163 83
chr1 6243880 6244479 0.0757151723051736 0.0809733511013154 0.183586691849227 0 0.256861765503066 0.110621355410874 0 0.348113965227959 0.284965545457342 0 0 84
chr1 6247054 6247653 0.196282326798511 0.208142138435908 0.161653644096701 0.103438007331925 0.0649519054279608 1.10049805731574 0 0 0.434929601827219 0.264602510641032 1.97681633723218 85
chr1 6263973 6264572 0.169131373484358 0.208142138435908 0.114155770573751 0.0547914845897062 0.0336890364203525 0 0.0774046097938808 0 0.220737620171894 0.107106812458015 2.87192192841814 86
chr1 6414933 6415532 0.127140123867281 0 0.0608179156180968 0.1471805438154 0.171421902075262 0.348869273711534 0.100417074176612 0.116360311598084 0.614192497213587 0.0293529295049579 1.81243212505604 87
chr1 6424477 6425076 0.448610486350534 0.0809733511013154 0.0608179156180968 0.186917365811674 0.0649519054279608 0.42619233635735 0.217572636514668 0.062065411915741 0.254037837952306 0.760032498921085 1.36741430107603 88
chr1 6460487 6461086 0.0757151723051736 0 0 0.125859766465754 0.0649519054279608 0.0304067762693629 0.100417074176612 0 0.054031307936261 0.0568469415448136 1.22603177128546 89
chr1 6466823 6467422 0.0806502931096867 0.0809733511013154 0.204464838380731 0.0797953383715889 0.0336890364203525 0.110621355410874 0.0531041929238531 0 0 0 1.73162000646154 90
chr1 6521048 6521647 0.104516814400332 0.149196011270662 0.114155770573751 0.302869673779599 0.147150215729107 0.134373802892045 0.100417074176612 0.0321405723224656 0.42423134097344 0.0568469415448136 2.62952426573817 91
chr1 6555008 6555607 0.211067386343584 0 0.114155770573751 0.1471805438154 0.216239554496484 0.319699293893277 0.18192072550849 0 0.366389333125779 0.247768093505378 0.1923189663511 92
chr1 6579695 6580294 0.94759691928187 0.386452590768672 0.312226031943316 0.550821280017494 0.121441652737077 0.38924939000955 0.532276519620718 0 0.165447918871538 1.35824521852801 2.35142888086474 93
chr1 6590425 6591024 0.0605648881289026 0.0809733511013154 0 0.103438007331925 0.121441652737077 0 0.18192072550849 0 0.145334724131592 0 2.80800162018574 94
chr1 6613432 6614031 1.08136171202569 1.10321856821423 0.502373854187268 0.566945149028086 0.443187859753296 0.583018441958154 0.373961505668526 0 0.054031307936261 1.43713831515039 2.80267625783729 95
chr1 6624569 6625168 1.08623165929322 0.943918216185081 0.423819091965404 1.08012842204184 0.634180921794505 0.658359647071811 0.744477616838882 0 0.512175910089661 1.19931352971409 2.33270479113244 96
chr1 6633871 6634470 0.184853480416869 0.0809733511013154 0.138553726776357 0.125859766465754 0.0649519054279608 0.110621355410874 0.18192072550849 0 0.102077822641612 0 2.90903355785721 97
chr1 6785155 6785754 1.18848412364062 1.43838727243485 0.956264983005997 1.10375242330266 0.784015709917113 0.956653378012745 0.488702974885422 0 0.124244613916088 0.935593914547851 2.42564971331436 98
chr1 7770997 7771596 0.544464932184069 0.306384277020849 0.0608179156180968 0.223321461272651 0.256861765503066 0.110621355410874 0.281140677023327 0 0.054031307936261 1.40369690905793 3.06597433654527 99
chr1 7783992 7784591 0.927821876647193 1.3405670483886 0.90253482110355 0.382357496883379 0.328224616253348 0.38924939000955 0.323369684183447 0.062065411915741 0.102077822641612 1.02733003349784 2.34727841180873 100
chr1 7847313 7847912 0.00586848712752858 0.0809733511013154 0.0883051647379793 0 0.121441652737077 0.0854939388721562 0.122270940044803 0 0.102077822641612 0 0 101
chr1 7915572 7916171 0.0553951523143887 0.260035593008731 0.114155770573751 0.186917365811674 0.0941146023143348 0.0588233132451015 0.100417074176612 0.062065411915741 0 0 0.40709970071555 102
chr1 7961412 7962011 1.26256498810032 0.860419466585381 0.411340186247645 0.590062346953637 0.735302616206226 0.614740124815162 0.450393849024551 0 0.0787184759555601 1.44701375957141 3.40963602032045 103
chr1 8011428 8012027 0.228868025747038 0.179668391622079 0.296021167521749 0.167503421081911 0.121441652737077 0.198708484588936 0.571872971087128 0 0.925258961965371 0.296431968542995 3.67388363563268 104
chr1 8317815 8318414 0.46104959389733 0.149196011270662 0.204464838380731 0.302869673779599 0.328224616253348 0.0854939388721562 0.250518561332781 0 0.378590474209448 0.982301089758886 2.05719467521843 105
chr1 8352105 8352704 0.218275480874341 0.0809733511013154 0.138553726776357 0.103438007331925 0.237025442345851 0.236848008404405 0.397204560043512 0 0.237706819278429 0 3.53392255040097 106
chr1 8860701 8861300 0.165110425231571 0.0423711136353327 0 0.0547914845897062 0.171421902075262 0.218196917649892 0.336581799473271 0.062065411915741 0.702489989358566 0.0568469415448136 4.35941523677285 107
chr1 8945569 8946168 0.0656738078962288 0.208142138435908 0.138553726776357 0 0.0941146023143348 0.0588233132451015 0.0531041929238531 0 0.124244613916088 0 0.300199388051409 108
chr1 9002674 9003273 0.122708891309164 0.0809733511013154 0.0608179156180968 0 0.121441652737077 0.178304564872613 0.234358063636913 0.062065411915741 0.585275691926186 0 0 109
chr1 9034807 9035406 0.017372749754442 0.149196011270662 0.0608179156180968 0.186917365811674 0.171421902075262 0.0588233132451015 0.143077908967418 0.116360311598084 0.0787184759555601 0 0 110
chr1 9100006 9100605 0.070723694887702 0 0 0.0797953383715889 0.0649519054279608 0 0 0 0.165447918871538 0.0568469415448136 2.30524954207245 111
chr1 9234475 9235074 0.646237034955377 0.587651483923754 0.114155770573751 0.186917365811674 0.147150215729107 0.980356120976124 0.361854329465257 0.0321405723224656 0.054031307936261 1.06290147733786 2.58518627436483 112
chr1 9292595 9293194 0.387756330103868 0.149196011270662 0.0883051647379793 0.186917365811674 0.0649519054279608 0.110621355410874 0 0 0 1.17158020193206 2.45620858917382 113
chr1 9539166 9539765 0.936113947275087 0.732931469418615 0.371596086531597 0.449523137699898 0.359941672373892 0.622320769587799 0.641647595333828 0 0.203078327731656 1.10062553208634 2.62938479786823 114
chr1 9588612 9589211 0.542775648234625 0.454030366004262 0.279189276863074 0.186917365811674 0.194408599810718 1.0212128744162 0.100417074176612 0 0 0.721428894669146 2.52102284400414 115
chr1 9651432 9652031 0.409002703401772 0.0809733511013154 0.161653644096701 0 0.121441652737077 0.236848008404405 0 0.41715436794786 0.220737620171894 1.01283300823342 2.32969227609363 116
chr1 9728627 9729226 0.070723694887702 0.0809733511013154 0.114155770573751 0.103438007331925 0.171421902075262 0.156894571811273 0.100417074176612 0 0.102077822641612 0.0568469415448136 3.3488370179565 117
chr1 9847977 9848576 0.0553951523143887 0 0 0.240439662459235 0.0941146023143348 0.110621355410874 0.0531041929238531 0.062065411915741 0.184670709083267 0 2.39885079862965 118
chr1 9925994 9926593 0.0855296063613686 0.149196011270662 0.161653644096701 0.103438007331925 0.0941146023143348 0.236848008404405 0.234358063636913 0 0.203078327731656 0 2.70448726509735 119
chr1 9943176 9943775 0.856728286356758 0.716147806038769 0.296021167521749 0.223321461272651 0.328224616253348 0.783663508085902 0.579377684507077 0 0 1.622995878031 1.93703685985752 120
chr1 9996929 9997528 0.39256858004901 0.149196011270662 0.0608179156180968 0.186917365811674 0.0649519054279608 0.198708484588936 0.234358063636913 0.141157427764739 0.220737620171894 1.26672546703192 2.26492959727864 121
chr1 10032659 10033258 1.11254467866735 1.31975961271586 0.821966582781722 0.659282827883524 0.563692248306439 1.24391320034185 0.728942724182305 0 0.0787184759555601 1.44155532214732 2.96871506481458 122
chr1 10210271 10210870 1.11527426090398 0.671109870079922 0.243432209154079 0.626049713780599 0.359941672373892 1.32998941868096 0.361854329465257 0 0.0278552969057357 1.23785276139865 2.96145126744881 123
chr1 10398765 10399364 1.19870106391582 0.732931469418615 0.312226031943316 0.256908639687 0.344372621906474 0.449183626896133 0.217572636514668 0 0 1.49909295737633 3.28807546599021 124
chr1 10430134 10430733 0.60717398130178 0.283828169543113 0.0883051647379793 0.240439662459235 0.237025442345851 1.35013943113972 0.100417074176612 0.062065411915741 0.145334724131592 1.1263457405708 1.78008788017637 125
chr1 10449732 10450331 0.0903547088587498 0 0.0314726542919974 0.103438007331925 0.0649519054279608 0 0 0 0.102077822641612 0 0.550163015334432 126
chr1 10456223 10456822 0.0501627481758077 0.0809733511013154 0.204464838380731 0.167503421081911 0.121441652737077 0.236848008404405 0.143077908967418 0 0 0.0568469415448136 2.98709273686321 127
chr1 10474651 10475250 0.756416243309887 0.63138288234131 0.470429603041053 0.240439662459235 0.256861765503066 0.362750056435556 0.621866655798767 0.062065411915741 0.366389333125779 1.50766835627271 2.52282918707302 128
chr1 10636305 10636904 0.0605648881289026 0.0809733511013154 0.138553726776357 0.0282591642487347 0 0.110621355410874 0.234358063636913 0 0.145334724131592 0 2.54514920143076 129
chr1 10946176 10946775 0.0605648881289026 0.0809733511013154 0.114155770573751 0.0797953383715889 0.147150215729107 0.156894571811273 0.100417074176612 0 0 0 0 130
chr1 11012355 11012954 0.684524906399918 0.610067926788288 0.243432209154079 0.240439662459235 0.171421902075262 0.401915529172578 1.31334195466645 0 0.124244613916088 1.52068131112882 3.09115143527785 131
chr1 11026224 11026823 0.0656738078962288 0.208142138435908 0.0608179156180968 0 0.0649519054279608 0.178304564872613 0.143077908967418 0 0.102077822641612 0 1.20185427359843 132
chr1 11054290 11054889 0.33372328117687 0.0809733511013154 0.204464838380731 0.205500741884068 0.194408599810718 0.198708484588936 0.0774046097938808 0 0.203078327731656 0 3.31411412271017 133
chr1 11066319 11066918 0.104516814400332 0 0.114155770573751 0 0.171421902075262 0.0588233132451015 0.0531041929238531 0.062065411915741 0 0 3.05304864774724 134
chr1 11106236 11106835 0.0656738078962288 0.149196011270662 0.0608179156180968 0.167503421081911 0 0.110621355410874 0.143077908967418 0 0.054031307936261 0 3.23319994652282 135
chr1 11189056 11189655 0.14864305958639 0 0.0314726542919974 0.103438007331925 0.0649519054279608 0.156894571811273 0.143077908967418 0.0321405723224656 0.124244613916088 0.0293529295049579 0.175537697193034 136
chr1 11272899 11273498 0.788341629977112 0.996330824403495 0.61082192894235 0.612010972629206 0.609069096846859 0.607023731645091 0.749534576799089 0 0 1.36615762967068 2.54509385507984 137
chr1 11478856 11479455 0.512995067056985 0.306384277020849 0.243432209154079 0.0547914845897062 0.0649519054279608 1.12479756796053 0.450393849024551 0 0.054031307936261 1.10062553208634 0.492815715164288 138
chr1 11648088 11648687 0.0757151723051736 0.0423711136353327 0 0.1471805438154 0.121441652737077 0.0588233132451015 0.0531041929238531 0.062065411915741 0.299640639103322 0 2.80909940762447 139
chr1 11654578 11655177 0.542775648234625 0.404358126127367 0.204464838380731 0.0547914845897062 0.0649519054279608 0.178304564872613 0.323369684183447 0 0.165447918871538 1.36353677087266 2.60042375943947 140
chr1 11663901 11664500 0.787378992380098 0.208142138435908 0.161653644096701 0.167503421081911 0.0941146023143348 0.904973449343234 0.336581799473271 0 0.184670709083267 1.1506244433883 2.44222667962283 141
chr1 11674181 11674780 0.249308201652171 0.306384277020849 0.161653644096701 0.205500741884068 0.0649519054279608 0.134373802892045 0 0 0.102077822641612 0.152148858405413 2.71135261677706 142
chr1 11691411 11692010 0.29356385272104 0 0 0.240439662459235 0.0649519054279608 0.156894571811273 0 0.404195484725637 0.145334724131592 0.800320397307795 0.613479736082258 143
chr1 11735837 11736436 0.688175017399599 0.149196011270662 0.114155770573751 0.205500741884068 0.359941672373892 0.521236181317352 0.408377357065606 0 0.145334724131592 1.31782315382282 2.54056712305608 144
chr1 11761894 11762493 0.144426927234191 0.0809733511013154 0.161653644096701 0 0.121441652737077 0.198708484588936 0.100417074176612 0 0.284965545457342 0 0 145
chr1 11785424 11786023 0.390170004648167 0.149196011270662 0.279189276863074 0.125859766465754 0.0941146023143348 0.813699719522424 0.100417074176612 0 0.254037837952306 0 2.52983476413128 146
chr1 11805892 11806491 1.12424330894665 1.18892567278424 0.764188839616116 0.718972265515174 0.665551912012189 0.471017255881987 0.397204560043512 0 0.102077822641612 1.6287454161112 2.46321945120775 147
chr1 11845410 11846009 0.140169148581334 0.283828169543113 0.183586691849227 0.125859766465754 0.0649519054279608 0.319699293893277 0.0774046097938808 0 0 0 0.613479736082258 148
chr1 11857165 11857764 0.0605648881289026 0.149196011270662 0.0608179156180968 0.0797953383715889 0.0649519054279608 0.178304564872613 0.162933429876181 0.566847432931124 0.0278552969057357 0.0568469415448136 0.3251496944746 149
chr1 11919292 11919891 0.0951271408405163 0.0809733511013154 0.0608179156180968 0.125859766465754 0.147150215729107 0 0.0531041929238531 0 0.735450383914376 0.0827035286039524 3.07202996638597 150
chr1 11934418 11935017 0.802535652995808 0.454030366004262 0.279189276863074 0.344429609614839 0.171421902075262 0.304346169804503 0.408377357065606 0 0.254037837952306 1.33500832875086 3.24527341785938 151
chr1 11980145 11980744 1.12201589288854 0.884301334971548 0.502373854187268 0.678066550662984 0.417172649517775 0.41422437972081 0.532276519620718 0 0.102077822641612 1.32793080455424 3.26042794687155 152
